chart_id,chart_type,status,question,explanation,operation_spec,feedback,updated_at
1j7gx35h6i9mpi6j,groupedBar,pending,What is the difference between the proportion of respondents who value beauty products and the proportion of respondents who value books?,"Treat ""value"" as the ""Much more important/A little more important"" response category. Find the share of respondents for this category under Beauty products. Identify the share for the same category under Books. Subtract the smaller proportion from the larger.","{""ops"": [{""op"": ""filter"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""field"": ""Item"", ""include"": [""Beauty products""]}, {""op"": ""retrieveValue"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [""n1""], ""sentenceIndex"": 1}, ""target"": ""Much more important/A little more important"", ""field"": ""Share of respondents""}], ""ops2"": [{""op"": ""filter"", ""id"": ""n3"", ""meta"": {""nodeId"": ""n3"", ""inputs"": [], ""sentenceIndex"": 2}, ""field"": ""Item"", ""include"": [""Books""]}, {""op"": ""retrieveValue"", ""id"": ""n4"", ""meta"": {""nodeId"": ""n4"", ""inputs"": [""n3""], ""sentenceIndex"": 2}, ""target"": ""Much more important/A little more important"", ""field"": ""Share of respondents""}], ""ops3"": [{""op"": ""diff"", ""id"": ""n5"", ""meta"": {""nodeId"": ""n5"", ""inputs"": [""n2"", ""n4""], ""sentenceIndex"": 3}, ""targetA"": ""ref:n2"", ""targetB"": ""ref:n4"", ""signed"": true}]}",,2026-05-25T01:48:23
2yech0pea1xihind,stackedBar,pending,What is the sum of percentage using META's platform as a separate times a day?,"Treat META's platforms as Facebook and Instagram, and ""separate times a day"" as the ""Several times a day"" frequency. Extract the percentage for this frequency category for each of the two platforms. Sum the extracted values.","{""ops"": [{""op"": ""filter"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""field"": ""Platform"", ""include"": [""Facebook"", ""Instagram""], ""group"": ""Several times a day""}], ""ops2"": [{""op"": ""sum"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [""n1""], ""sentenceIndex"": 2}, ""field"": ""Percentage""}]}",,
64ue1v00wj8vg48e,multipleLine,pending,What is the difference between the average of the values before 2010 and the average of the values after 2010 in should be valid?,"Filter the chart to include only the ""Should be valid"" category. Calculate the average of the values for the years strictly prior to 2010. Compute the average of the values for the years strictly following 2010. Subtract the earlier period's average from the later period's average.","{""ops"": [{""op"": ""filter"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""group"": ""Should be valid""}], ""ops2"": [{""op"": ""filter"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [""n1""], ""sentenceIndex"": 2}, ""field"": ""Year"", ""operator"": ""<"", ""value"": ""2010""}, {""op"": ""average"", ""id"": ""n3"", ""meta"": {""nodeId"": ""n3"", ""inputs"": [""n2""], ""sentenceIndex"": 2}, ""field"": ""Share of respondent""}], ""ops3"": [{""op"": ""filter"", ""id"": ""n4"", ""meta"": {""nodeId"": ""n4"", ""inputs"": [""n1""], ""sentenceIndex"": 3}, ""field"": ""Year"", ""operator"": "">"", ""value"": ""2010""}, {""op"": ""average"", ""id"": ""n5"", ""meta"": {""nodeId"": ""n5"", ""inputs"": [""n4""], ""sentenceIndex"": 3}, ""field"": ""Share of respondent""}], ""ops4"": [{""op"": ""diff"", ""id"": ""n6"", ""meta"": {""nodeId"": ""n6"", ""inputs"": [""n5"", ""n3""], ""sentenceIndex"": 4}, ""targetA"": ""ref:n5"", ""targetB"": ""ref:n3"", ""signed"": true}]}",,
1dm30xw1gpjo8ke5,simpleBar,pending,What is the average of the maximum and minimum values of share of GDP?,Find the maximum and minimum values for the Share of GDP across all categories. Add these two extreme values together. Divide the resulting sum by two to compute the average.,"{""ops"": [{""op"": ""findExtremum"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""which"": ""max"", ""field"": ""Share of GDP""}, {""op"": ""findExtremum"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [], ""sentenceIndex"": 1}, ""which"": ""min"", ""field"": ""Share of GDP""}], ""ops2"": [{""op"": ""add"", ""id"": ""n3"", ""meta"": {""nodeId"": ""n3"", ""inputs"": [""n1"", ""n2""], ""sentenceIndex"": 2}, ""targetA"": ""ref:n1"", ""targetB"": ""ref:n2""}, {""op"": ""scale"", ""id"": ""n4"", ""meta"": {""nodeId"": ""n4"", ""inputs"": [""n3""], ""sentenceIndex"": 2}, ""target"": ""ref:n3"", ""factor"": 0.5}]}",,
8hiwwys6qkrbtapb,simpleLine,pending,What is the difference between the average crime rate in the years before 2010 and the average crime rate in the years since 2010?,"Treat the years before 2010 as the periods from 2002/03 to 2009/10, and the years since 2010 as the periods from 2010/11 to 2019/20. Calculate the average crime rate for the earlier group of years. Compute the average crime rate for the later group. Subtract the smaller average from the larger one.","{""ops"": [{""op"": ""filter"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""field"": ""Year"", ""operator"": ""between"", ""value"": [""2002/03"", ""2009/10""]}, {""op"": ""average"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [""n1""], ""sentenceIndex"": 1}, ""field"": ""Crime rate per 1,000 population""}], ""ops2"": [{""op"": ""filter"", ""id"": ""n3"", ""meta"": {""nodeId"": ""n3"", ""inputs"": [], ""sentenceIndex"": 2}, ""field"": ""Year"", ""operator"": ""between"", ""value"": [""2010/11"", ""2019/20""]}, {""op"": ""average"", ""id"": ""n4"", ""meta"": {""nodeId"": ""n4"", ""inputs"": [""n3""], ""sentenceIndex"": 2}, ""field"": ""Crime rate per 1,000 population""}], ""ops3"": [{""op"": ""diff"", ""id"": ""n5"", ""meta"": {""nodeId"": ""n5"", ""inputs"": [""n2"", ""n4""], ""sentenceIndex"": 3}, ""targetA"": ""ref:n2"", ""targetB"": ""ref:n4"", ""signed"": false}]}",,
1mzcynif2s4mm6ps,groupedBar,pending,What is the difference between the Enterprises sum and the Providers sum?,Sum the values for the Enterprises respondent group across all items. Calculate the total for the Provider respondent group. Subtract the Provider total from the Enterprises total.,"{""ops"": [{""op"": ""sum"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""field"": ""Share of respondents"", ""group"": ""Enterprises""}], ""ops2"": [{""op"": ""sum"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [], ""sentenceIndex"": 2}, ""field"": ""Share of respondents"", ""group"": ""Provider""}], ""ops3"": [{""op"": ""diff"", ""id"": ""n3"", ""meta"": {""nodeId"": ""n3"", ""inputs"": [""n1"", ""n2""], ""sentenceIndex"": 3}, ""targetA"": ""ref:n1"", ""targetB"": ""ref:n2"", ""signed"": true}]}",,
9u3xwiltv2hlcqq1,multipleLine,pending,Strong leader= preference for current leadership in respondents. What is a general rlationship between the preference for strong leadership and democratic government between 2007 and 2012. Can this generalize to other periods?,"Trace the lines for the ""Democratic government"" and ""Strong leader"" preferences between 2007 and 2012. Compare the direction of change for both categories to establish their relationship during this timeframe. Check the data points for the remaining years to see if the same pattern occurs. Determine whether the established relationship holds true across the entire chart.","{""ops"": [{""op"": ""filter"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""field"": ""Year"", ""operator"": ""between"", ""value"": [""2007"", ""2012""]}], ""ops2"": [{""op"": ""pairDiff"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [""n1""], ""sentenceIndex"": 2}, ""groupA"": ""Strong leader"", ""groupB"": ""Democratic government"", ""seriesField"": ""Preference"", ""by"": ""Year"", ""field"": ""Percentage"", ""signed"": true}]}",,
1hv85ef35tbvldiq,simpleBar,pending,How many years was revenue less than 2 billion us dollars?,Examine the revenue value for each year in the chart. Compare each value against the 2 billion US dollars threshold. Count the years that fall below this amount.,"{""ops"": [{""op"": ""filter"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""field"": ""Revenue in billion US dollars"", ""operator"": ""<"", ""value"": 2}], ""ops2"": [{""op"": ""count"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [""n1""], ""sentenceIndex"": 2}}]}",,
au22oa0vjosoagxu,multipleLine,pending,What time period was there a decrease in life expectancy for males?,Filter the chart to include only the male category. Examine the life expectancy values chronologically to locate the continuous downward trend. Identify the starting year and the ending year of this decline. Format these two years as a range to define the time period.,"{""ops"": [{""op"": ""filter"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""group"": ""male""}], ""ops2"": [{""op"": ""monotonicRun"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [""n1""], ""sentenceIndex"": 2}, ""direction"": ""decreasing"", ""mode"": ""longest"", ""field"": ""Life expectancy at birth in years"", ""orderField"": ""Year""}]}",,
albgfrf44bz6134k,simpleLine,pending,Is the average annual increase from 2009-2019 same as any annual increase in inhabitants?,Subtract the 2009 value from the 2019 value and divide the result by the number of intervals to find the average annual increase. Compute the year-over-year difference for each consecutive pair of years in the chart. Check if any of these individual annual increases exactly matches the calculated average.,"{""ops"": [{""op"": ""retrieveValue"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""target"": ""2019"", ""field"": ""Inhabitants in millions""}, {""op"": ""retrieveValue"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [], ""sentenceIndex"": 1}, ""target"": ""2009"", ""field"": ""Inhabitants in millions""}, {""op"": ""diff"", ""id"": ""n3"", ""meta"": {""nodeId"": ""n3"", ""inputs"": [""n1"", ""n2""], ""sentenceIndex"": 1}, ""targetA"": ""ref:n1"", ""targetB"": ""ref:n2"", ""signed"": true}, {""op"": ""scale"", ""id"": ""n4"", ""meta"": {""nodeId"": ""n4"", ""inputs"": [""n3""], ""sentenceIndex"": 1}, ""target"": ""ref:n3"", ""factor"": 0.1}], ""ops2"": [{""op"": ""lagDiff"", ""id"": ""n5"", ""meta"": {""nodeId"": ""n5"", ""inputs"": [], ""sentenceIndex"": 2}, ""field"": ""Inhabitants in millions""}], ""ops3"": [{""op"": ""filter"", ""id"": ""n6"", ""meta"": {""nodeId"": ""n6"", ""inputs"": [""n5"", ""n4""], ""sentenceIndex"": 3}, ""field"": ""Inhabitants in millions"", ""operator"": ""=="", ""value"": ""ref:n4""}, {""op"": ""count"", ""id"": ""n7"", ""meta"": {""nodeId"": ""n7"", ""inputs"": [""n6""], ""sentenceIndex"": 3}}]}",,
23bplnbw291p6nil,groupedBar,pending,How much less were women's median earning then men's in age group from 50-59?,Filter the chart to isolate the 50 to 59 age group. Get the median annual pay for both men and women within this category. Subtract the female value from the male value.,"{""ops"": [{""op"": ""filter"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""field"": ""Age_Group"", ""include"": [""50 to 59""]}], ""ops2"": [{""op"": ""retrieveValue"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [""n1""], ""sentenceIndex"": 1}, ""target"": ""Male"", ""field"": ""Median_Annual_Pay_GBP""}, {""op"": ""retrieveValue"", ""id"": ""n3"", ""meta"": {""nodeId"": ""n3"", ""inputs"": [""n1""], ""sentenceIndex"": 1}, ""target"": ""Female"", ""field"": ""Median_Annual_Pay_GBP""}], ""ops3"": [{""op"": ""diff"", ""id"": ""n4"", ""meta"": {""nodeId"": ""n4"", ""inputs"": [""n2"", ""n3""], ""sentenceIndex"": 2}, ""targetA"": ""ref:n2"", ""targetB"": ""ref:n3"", ""signed"": true}]}",,2026-05-25T01:48:23
aoycx517slbw0ifa,stackedBar,pending,Which division contributed the most revenue in the years of 2015 -2018 and how much revenue did the industry contribute total?,Filter the data to include only the years from 2015 to 2018 inclusive. Sum the revenue values for each division across these selected years. Identify the division with the highest total revenue. Extract the calculated total revenue for that specific division.,,,2026-05-25T02:04:25
aqowly2mmavof3f1,simpleLine,pending,What years saw the longest continous period of decrease in the unemplowment rate,Scan the unemployment rate values chronologically to find all sequences where the rate drops from one year to the next. Count the number of consecutive years in each decreasing sequence. Identify the sequence with the highest count. Extract the start and end years of that longest sequence.,"{""ops"": [{""op"": ""monotonicRun"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""direction"": ""decreasing"", ""mode"": ""longest"", ""field"": ""Unemployment rate"", ""orderField"": ""Year""}]}",,
23zc8kuhnpespj98,groupedBar,pending,Which Genre is most popular among Boys respondents?,Isolate the bars representing Boys respondents. Find the maximum Share_of_Respondents value among them. Select the Genre associated with this highest value.,"{""ops"": [{""op"": ""filter"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""group"": ""Boys""}], ""ops2"": [{""op"": ""findExtremum"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [""n1""], ""sentenceIndex"": 2}, ""which"": ""max"", ""field"": ""Share_of_Respondents""}]}",,
1hm06wtar7gh92c8,simpleBar,pending,"If the total population was 100,000 in 2020, what was the population over 65 years old?","Find the share of the population older than 65 years old for the year 2020. Multiply that share by the given total population of 100,000.","{""ops"": [{""op"": ""retrieveValue"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""target"": ""2020"", ""field"": ""Share of population older than 65 years old""}], ""ops2"": [{""op"": ""scale"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [""n1""], ""sentenceIndex"": 2}, ""target"": ""ref:n1"", ""factor"": 100000}]}",,
amn6abwhwmc7ksaz,simpleLine,pending,What year did the greatest total change in us dollars per whatt occur?,Group the points by year. Find the highest and lowest price values within each year. Subtract the lowest from the highest to compute the total change for each year. Select the year that produces the largest difference.,"{""ops"": [{""op"": ""range"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""field"": ""Price in US dollars per peak watt""}]}",,
221xoyhy3yziwabm,groupedBar,pending,"In 2014, were more respondents satisfied (very satisfied+ satisfied) or disatified (very dissatisfied+ dissatisfied)?","Filter the data to include only the values for the year 2014. Calculate the combined share of the ""Very satisfied"" and ""Somewhat satisfied"" categories. Sum the shares for the ""Very dissatisfied"" and ""Somewhat dissatisfied"" categories. Compare the two resulting totals to determine which group is larger.","{""ops"": [{""op"": ""filter"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""group"": ""2014""}], ""ops2"": [{""op"": ""filter"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [""n1""], ""sentenceIndex"": 2}, ""field"": ""Satisfaction_Level"", ""include"": [""Very satisfied"", ""Somewhat satisfied""]}, {""op"": ""sum"", ""id"": ""n3"", ""meta"": {""nodeId"": ""n3"", ""inputs"": [""n2""], ""sentenceIndex"": 2}, ""field"": ""Share_of_Respondents""}], ""ops3"": [{""op"": ""filter"", ""id"": ""n4"", ""meta"": {""nodeId"": ""n4"", ""inputs"": [""n1""], ""sentenceIndex"": 3}, ""field"": ""Satisfaction_Level"", ""include"": [""Very dissatisfied"", ""Somewhat dissatisfied""]}, {""op"": ""sum"", ""id"": ""n5"", ""meta"": {""nodeId"": ""n5"", ""inputs"": [""n4""], ""sentenceIndex"": 3}, ""field"": ""Share_of_Respondents""}], ""ops4"": [{""op"": ""compareBool"", ""id"": ""n6"", ""meta"": {""nodeId"": ""n6"", ""inputs"": [""n3"", ""n5""], ""sentenceIndex"": 4}, ""operator"": "">"", ""targetA"": ""ref:n3"", ""targetB"": ""ref:n5""}]}",,
