chart_id,chart_type,op_status,viz_status,question,explanation,operation_spec,op_feedback,viz_feedback,updated_at
1bywaj7stsb3060c,simpleBar,pending,pending,What is the average market share for a company with 5 or fewer letters in its name?,Filter the bars to companies whose name length is 5 letters or fewer. Read the Market shares values for those selected companies. Sum those values and divide by the count of selected companies to get the average.,"{""ops"": [{""op"": ""filter"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""field"": ""Company"", ""include"": [""Agorà"", ""Conad"", ""Crai"", ""MD"", ""Selex""]}], ""ops2"": [{""op"": ""average"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [""n1""], ""sentenceIndex"": 2}, ""field"": ""Market shares""}]}",,,
6ah60yba8o7rw0i9,multipleLine,pending,pending,What is the difference between the maximum value of yogurt with additives and the minimum value of yogurt without additives?,Find the highest Average_Price_Euros value on the line for “Yoghurt with additives.” Locate the lowest Average_Price_Euros value on the line for “Yoghurt without additives.” Subtract the minimum without-additives value from the maximum with-additives value.,"{""ops"": [{""op"": ""findExtremum"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""which"": ""max"", ""field"": ""Average_Price_Euros"", ""group"": ""Yoghurt with additives""}], ""ops2"": [{""op"": ""findExtremum"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [], ""sentenceIndex"": 2}, ""which"": ""min"", ""field"": ""Average_Price_Euros"", ""group"": ""Yoghurt without additives""}], ""ops3"": [{""op"": ""diff"", ""id"": ""n3"", ""meta"": {""nodeId"": ""n3"", ""inputs"": [""n1"", ""n2""], ""sentenceIndex"": 3}, ""targetA"": ""ref:n1"", ""targetB"": ""ref:n2"", ""signed"": true}]}",,,
5p6g89v7l99aes05,multipleLine,pending,pending,What year has the biggest difference between playoff teams and all teams?,Compute the difference in Average_Payroll_Million_USD between the Playoff teams line and the All teams line for each year. Compare these year-by-year gaps to find the maximum. Select the year associated with that largest gap.,"{""ops"": [{""op"": ""pairDiff"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""groupA"": ""Playoff teams"", ""groupB"": ""All teams"", ""seriesField"": ""Team_Group"", ""by"": ""Year"", ""field"": ""Average_Payroll_Million_USD"", ""absolute"": true}], ""ops2"": [{""op"": ""findExtremum"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [""n1""], ""sentenceIndex"": 2}, ""which"": ""max"", ""field"": ""Average_Payroll_Million_USD""}]}",,,
1ce802l2rdg98d7d,simpleBar,pending,pending,Which party has the third most respondents?,Sort the bars by the “Share of respondents” value from highest to lowest. Locate the bar in the third position in that ordering. Read the corresponding Party label from the x-axis.,"{""ops"": [{""op"": ""sort"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""field"": ""Share of respondents"", ""order"": ""desc""}], ""ops2"": [{""op"": ""nth"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [""n1""], ""sentenceIndex"": 2}, ""n"": 3, ""from"": ""left""}]}",,,
1hokbw2gmzar9ye8,groupedBar,pending,pending,What's the difference between women over 60 and men under 40?,Locate the Women bar for the “60 years and over” age group and read its percentage value. Locate the Men bar for the “18 to 39 years” age group and read its percentage value. Subtract the men-under-40 value from the women-over-60 value.,"{""ops"": [{""op"": ""filter"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""field"": ""Group"", ""include"": [""Women""]}, {""op"": ""retrieveValue"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [""n1""], ""sentenceIndex"": 1}, ""target"": ""60 years and over"", ""field"": ""Percentage of adults""}], ""ops2"": [{""op"": ""filter"", ""id"": ""n3"", ""meta"": {""nodeId"": ""n3"", ""inputs"": [], ""sentenceIndex"": 2}, ""field"": ""Group"", ""include"": [""Men""]}, {""op"": ""retrieveValue"", ""id"": ""n4"", ""meta"": {""nodeId"": ""n4"", ""inputs"": [""n3""], ""sentenceIndex"": 2}, ""target"": ""18 to 39 years"", ""field"": ""Percentage of adults""}], ""ops3"": [{""op"": ""diff"", ""id"": ""n5"", ""meta"": {""nodeId"": ""n5"", ""inputs"": [""n2"", ""n4""], ""sentenceIndex"": 3}, ""targetA"": ""ref:n2"", ""targetB"": ""ref:n4"", ""signed"": true}]}",,,2026-05-25T01:48:23
5wpw8detqynmqv1s,multipleLine,pending,pending,What is the difference between the maximum value for female victims and the minimum value for male victims?,Scan the female line (or points) and select the highest Number_of_Victims value. Scan the male line (or points) and select the lowest Number_of_Victims value. Subtract the male minimum from the female maximum.,"{""ops"": [{""op"": ""findExtremum"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""which"": ""max"", ""field"": ""Number_of_Victims"", ""group"": ""Female""}], ""ops2"": [{""op"": ""findExtremum"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [], ""sentenceIndex"": 2}, ""which"": ""min"", ""field"": ""Number_of_Victims"", ""group"": ""Male""}], ""ops3"": [{""op"": ""diff"", ""id"": ""n3"", ""meta"": {""nodeId"": ""n3"", ""inputs"": [""n1"", ""n2""], ""sentenceIndex"": 3}, ""targetA"": ""ref:n1"", ""targetB"": ""ref:n2"", ""signed"": true}]}",,,
8e9wp443ff1i6snq,simpleLine,pending,pending,Which year has the biggest difference in value from the following year?,Compute the absolute year-to-year change by subtracting each year’s immigration rate from the following year’s rate. Compare these absolute changes across all adjacent year pairs. Select the starting year of the pair with the largest absolute change.,"{""ops"": [{""op"": ""lagDiff"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""field"": ""Immigration rate per thousand inhabitants"", ""absolute"": true}], ""ops2"": [{""op"": ""findExtremum"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [""n1""], ""sentenceIndex"": 2}, ""which"": ""max"", ""field"": ""Immigration rate per thousand inhabitants""}]}",,,
2n0g3tsz1rsz6fgr,stackedBar,pending,pending,What is the largest average value in the industry when you get the average value for each of the five consecutive years?,Form five-year consecutive windows across the Year axis (2010–2014 through 2016–2020). Extract the Industry segment value for each year within a window. Average the five Industry values inside each window. Compare the window averages and select the largest one.,"{""ops"": [{""op"": ""filter"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""group"": ""Industry""}], ""ops2"": [{""op"": ""rollingWindow"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [""n1""], ""sentenceIndex"": 2}, ""window"": 5, ""aggregate"": ""avg"", ""field"": ""Share of total employment"", ""orderField"": ""Year""}], ""ops3"": [{""op"": ""findExtremum"", ""id"": ""n3"", ""meta"": {""nodeId"": ""n3"", ""inputs"": [""n2""], ""sentenceIndex"": 3}, ""which"": ""max"", ""field"": ""Share of total employment""}]}",,,
8chfa8n079zpfigi,simpleLine,pending,pending,How many years correspond to a value between 20 and 30?,Filter the chart’s points to those whose FIFA World Ranking position lies from 20 to 30 inclusive. Count the remaining years.,"{""ops"": [{""op"": ""filter"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""field"": ""FIFA World Ranking position"", ""operator"": "">="", ""value"": 20}, {""op"": ""filter"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [""n1""], ""sentenceIndex"": 1}, ""field"": ""FIFA World Ranking position"", ""operator"": ""<="", ""value"": 30}], ""ops2"": [{""op"": ""count"", ""id"": ""n3"", ""meta"": {""nodeId"": ""n3"", ""inputs"": [""n2""], ""sentenceIndex"": 2}}]}",,,2026-05-25T01:41:01
1j7gx35h6i9mpi6j,groupedBar,pending,pending,What is the difference between the proportion of respondents who value beauty products and the proportion of respondents who value books?,Select the “Much more important/A little more important” bar for Beauty products and read its share of respondents. Select the same response bar for Books and read its share of respondents. Subtract the Beauty products share from the Books share to get the difference.,"{""ops"": [{""op"": ""filter"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""field"": ""Item"", ""include"": [""Beauty products""]}, {""op"": ""retrieveValue"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [""n1""], ""sentenceIndex"": 1}, ""target"": ""Much more important/A little more important"", ""field"": ""Share of respondents""}], ""ops2"": [{""op"": ""filter"", ""id"": ""n3"", ""meta"": {""nodeId"": ""n3"", ""inputs"": [], ""sentenceIndex"": 2}, ""field"": ""Item"", ""include"": [""Books""]}, {""op"": ""retrieveValue"", ""id"": ""n4"", ""meta"": {""nodeId"": ""n4"", ""inputs"": [""n3""], ""sentenceIndex"": 2}, ""target"": ""Much more important/A little more important"", ""field"": ""Share of respondents""}], ""ops3"": [{""op"": ""diff"", ""id"": ""n5"", ""meta"": {""nodeId"": ""n5"", ""inputs"": [""n2"", ""n4""], ""sentenceIndex"": 3}, ""targetA"": ""ref:n2"", ""targetB"": ""ref:n4"", ""signed"": true}]}",,,2026-05-25T01:48:23
2yech0pea1xihind,stackedBar,pending,pending,What is the sum of percentage using META's platform as a separate times a day?,Treat META’s platforms as Facebook and Instagram in the chart. Select the bars colored “Several times a day” for those two platforms. Add their Percentage values to get the total.,"{""ops"": [{""op"": ""filter"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""field"": ""Platform"", ""include"": [""Facebook"", ""Instagram""], ""group"": ""Several times a day""}], ""ops2"": [{""op"": ""sum"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [""n1""], ""sentenceIndex"": 2}, ""field"": ""Percentage""}]}",,,
64ue1v00wj8vg48e,multipleLine,pending,pending,What is the difference between the average of the values before 2010 and the average of the values after 2010 in should be valid?,Filter the chart to the “Should be valid” line only. Split the years into those before 2010 and those after 2010. Average the “Share of respondent” values within each of the two year groups. Subtract the before-2010 average from the after-2010 average.,"{""ops"": [{""op"": ""filter"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""group"": ""Should be valid""}], ""ops2"": [{""op"": ""filter"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [""n1""], ""sentenceIndex"": 2}, ""field"": ""Year"", ""operator"": ""<"", ""value"": ""2010""}, {""op"": ""average"", ""id"": ""n3"", ""meta"": {""nodeId"": ""n3"", ""inputs"": [""n2""], ""sentenceIndex"": 2}, ""field"": ""Share of respondent""}], ""ops3"": [{""op"": ""filter"", ""id"": ""n4"", ""meta"": {""nodeId"": ""n4"", ""inputs"": [""n1""], ""sentenceIndex"": 3}, ""field"": ""Year"", ""operator"": "">"", ""value"": ""2010""}, {""op"": ""average"", ""id"": ""n5"", ""meta"": {""nodeId"": ""n5"", ""inputs"": [""n4""], ""sentenceIndex"": 3}, ""field"": ""Share of respondent""}], ""ops4"": [{""op"": ""diff"", ""id"": ""n6"", ""meta"": {""nodeId"": ""n6"", ""inputs"": [""n5"", ""n3""], ""sentenceIndex"": 4}, ""targetA"": ""ref:n5"", ""targetB"": ""ref:n3"", ""signed"": true}]}",,,
1dm30xw1gpjo8ke5,simpleBar,pending,pending,What is the average of the maximum and minimum values of share of GDP?,Find the maximum bar value for Share of GDP in the chart. Find the minimum bar value for Share of GDP in the chart. Add these two extreme values and divide by two to get their average.,"{""ops"": [{""op"": ""findExtremum"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""which"": ""max"", ""field"": ""Share of GDP""}, {""op"": ""findExtremum"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [], ""sentenceIndex"": 1}, ""which"": ""min"", ""field"": ""Share of GDP""}], ""ops2"": [{""op"": ""add"", ""id"": ""n3"", ""meta"": {""nodeId"": ""n3"", ""inputs"": [""n1"", ""n2""], ""sentenceIndex"": 2}, ""targetA"": ""ref:n1"", ""targetB"": ""ref:n2""}, {""op"": ""scale"", ""id"": ""n4"", ""meta"": {""nodeId"": ""n4"", ""inputs"": [""n3""], ""sentenceIndex"": 2}, ""target"": ""ref:n3"", ""factor"": 0.5}]}",,,
8hiwwys6qkrbtapb,simpleLine,pending,pending,What is the difference between the average crime rate in the years before 2010 and the average crime rate in the years since 2010?,Treat “before 2010” as the years 2002/03 through 2009/10 and “since 2010” as 2010/11 through 2019/20. Average the crime-rate values across the pre-2010 years. Average the crime-rate values across the since-2010 years. Subtract the since-2010 average from the pre-2010 average.,"{""ops"": [{""op"": ""filter"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""field"": ""Year"", ""operator"": ""between"", ""value"": [""2002/03"", ""2009/10""]}, {""op"": ""average"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [""n1""], ""sentenceIndex"": 1}, ""field"": ""Crime rate per 1,000 population""}], ""ops2"": [{""op"": ""filter"", ""id"": ""n3"", ""meta"": {""nodeId"": ""n3"", ""inputs"": [], ""sentenceIndex"": 2}, ""field"": ""Year"", ""operator"": ""between"", ""value"": [""2010/11"", ""2019/20""]}, {""op"": ""average"", ""id"": ""n4"", ""meta"": {""nodeId"": ""n4"", ""inputs"": [""n3""], ""sentenceIndex"": 2}, ""field"": ""Crime rate per 1,000 population""}], ""ops3"": [{""op"": ""diff"", ""id"": ""n5"", ""meta"": {""nodeId"": ""n5"", ""inputs"": [""n2"", ""n4""], ""sentenceIndex"": 3}, ""targetA"": ""ref:n2"", ""targetB"": ""ref:n4"", ""signed"": true}]}",,,
1mzcynif2s4mm6ps,groupedBar,pending,pending,What is the difference between the Enterprises sum and the Providers sum?,Filter the bars to the Enterprises respondent group and sum their Share of respondents values across all items. Filter the bars to the Provider respondent group and sum their Share of respondents values across all items. Subtract the Provider total from the Enterprises total.,"{""ops"": [{""op"": ""sum"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""field"": ""Share of respondents"", ""group"": ""Enterprises""}], ""ops2"": [{""op"": ""sum"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [], ""sentenceIndex"": 2}, ""field"": ""Share of respondents"", ""group"": ""Provider""}], ""ops3"": [{""op"": ""diff"", ""id"": ""n3"", ""meta"": {""nodeId"": ""n3"", ""inputs"": [""n1"", ""n2""], ""sentenceIndex"": 3}, ""targetA"": ""ref:n1"", ""targetB"": ""ref:n2"", ""signed"": true}]}",,,
9u3xwiltv2hlcqq1,multipleLine,pending,pending,Strong leader= preference for current leadership in respondents. What is a general rlationship between the preference for strong leadership and democratic government between 2007 and 2012. Can this generalize to other periods?,"Focus on the years 2007, 2011, and 2012 on the chart. Compare the Strong leader line to the Democratic government line across those years and note whether one rises when the other falls. Check the remaining years shown (2002, 2005, 2015) for the same opposite-direction pattern. Conclude whether the relationship appears consistent across the full time span displayed.","{""ops"": [{""op"": ""filter"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""field"": ""Year"", ""include"": [""2007"", ""2011"", ""2012""]}], ""ops2"": [{""op"": ""pairDiff"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [""n1""], ""sentenceIndex"": 2}, ""groupA"": ""Strong leader"", ""groupB"": ""Democratic government"", ""seriesField"": ""Preference"", ""by"": ""Year"", ""field"": ""Percentage"", ""signed"": true}]}",,,
